KIND,TITLE,AUTHOR,DATECREATED,DATEMODIFIED,ANNOTATION,TEXT
highlight,Enlightenment Now,Steven Pinker,,,,"Figure 16-1 shows that before the 17th century, literacy was the privilege of a small elite in Western Europe, less than an eight of the population, and that was true for the world as a whole well into the 19th century. The world's literacy rate doubled in the next century and quadrupled in the century after that, so now 83 percent of the world is literate."
highlight,Enlightenment Now,Steven Pinker,,,,"Could the world be getting not just more literate and knowledgeable but actually smarter? Might people be increasingly adept at learning new skills, grasping abstract ideas, and solving unforeseen problems? Amazingly, the answer is yes. Intelligence Quotient (IQ) score shave been rising for more than a century, in every part of the world, at a rate of about three IQ points (a fifth of a standard deviation) per decade."
highlight,Enlightenment Now,Steven Pinker,,,,"Today an average American worker with five years on the job receives 22 days of paid time off a yer (compared with 16 days in 1970), and that is miserly by the standards of Western Europe. The combination of a shorter workweek, more paid time off, and a longer retirement means that the fraction of a person's life that is taken up by work has fallen by a quarter just since 1960."
highlight,Enlightenment Now,Steven Pinker,,,,"Figure 17-3 shows that as utilities and appliances penetrated American households during the 20th century, the amount of life that people lost to housework -- which, not surprisingly, people say is their least favorite way to spend their time -- fell almost fourfold, from 58 hours a week in 1900 to 15.5 hours in 2011. Time spent on laundry alone fell from 11.5 hours a week in 1920 to 1.5 in 2014."
highlight,Enlightenment Now,Steven Pinker,,,,"Figure 17-4 shows that the inflation adjusted price of a million lumen-hours of light (about what you would need to read for two and a half hours a day for a year) has fallen twelve thousandfold since the Middle Ages (once called the Dark Ages), from around £35,000 in 1300 to less than £3 today."
highlight,Enlightenment Now,Steven Pinker,,,,"It's hard for us to reconstruct the gnawing boredom of the isolated rural households of yesteryear. In the late 19th century, there was not only no Internet but no radio, television, movies, or musical recordings, and for the majority of households not even a book or newspaper... A country-dweller today can choose from among hundreds of television channels and half a billion Web sites, embracing every newspaper and magazine in the world (including their archives going back more than a century), every great work of literature that is out of copyright, an encyclopedia more than seventy times the size of Britannica without about the same level fo accuracy, and every classic work of art and music."
highlight,Enlightenment Now,Steven Pinker,,,,"The trends over time close the books on the Easterlin paradox: we now know that richer people within a country are happier, that richer countries are happier, and that people get happier as their countries get richer (which means that people get happier over time)."
highlight,Enlightenment Now,Steven Pinker,,,,"The problem with dystopian rhetoric is that if people believe that the country is a flaming dumpster, they will be receptive to the perennial appeal of demagogues: “What do you have to lose?‟ If the media and intellectuals instead put events into statistical and historical context, they could help answer that question. Radical regimes from Nazi Germany and Maoist China to contemporary Venezuela and Turkey show that people have a tremendous amount to lose when charismatic authoritarians responding to a “crisis‟ trample over democratic norms and institutions and command their countries by the force of their personalities."
highlight,Enlightenment Now,Steven Pinker,,,,"In a revolutionary analysis of reason in the public sphere, the legal scholar Dan Kahan has argued that certain beliefs become symbols of cultural allegiance. People affirm or deny these beliefs to express not what they know but who they are. We all identify with particular tribes or subcultures, each of which embraces a creed on what makes for a good life and how society should run its affairs."
highlight,Enlightenment Now,Steven Pinker,,,,"A respect for scientific thinking is, adamantly, not a belief that all current scientific hypotheses are true. Most new ones are not. The lifeblood of science is the cycle of conjecture and refutation: proposing a hypothesis and then seeing whether it survives attempts to falsify it."
highlight,Enlightenment Now,Steven Pinker,,,,"The Euthyphro argument puts the lie to the common claim that atheism consigns us to a moral relativism in which everyone can do his own thing. The claim gets it backwards. A humanistic morality rests on the universal bedrock of reason and human interests: it's an inescapable feature of the human condition that we're all better off if we help each other and refrain from hurting each other."
highlight,Enlightenment Now,Steven Pinker,,,,"If the positive contributions of religious institutions come from their role as humanistic associations in civil society, then we would expect those benefits not to be tied to theistic belief, and that is indeed the case. It's long been known that churchgoers are happier and more charitable than stay-at-homes, but Robert Putnam and his fellow political scientist David Campbell have found that these blessings have nothing to do with beliefs in God, creation, heaven, or hell."
highlight,Enlightenment Now,Steven Pinker,,,,"The first step towards wisdom is the realization that the laws of the universe don't care about you. The next is the realization that this does not imply that life is meaningless, because people care about you, and vice versa. You care about yourself, and you have a responsibility to respect the laws of the universe that keep you alive so you don't squander your existence."
highlight,Enlightenment Now,Steven Pinker,,,,"American exceptionalism is instructive: the United States is more religious than its Western peers but underperforms them in happiness and well=being, with higher rates of homicide, incarceration, abortion, sexually transmitted disease, child mortality, obesity, educational mediocrity, and premature death. The same holds true among the fifty states: the more religious the state, the more dysfunctional its citizens' lives. Cause and effect probably run in many directions. But it's plausible that in democratic countries, seculrism leads to humanism, turning people away from prayer, doctrine, and ecclesiastical authority and toward practical policies that make them and their fellows better off."
