KIND,TITLE,AUTHOR,DATECREATED,DATEMODIFIED,ANNOTATION,TEXT
highlight,Best Care Anywhere,Phillip Longman,2017-12-04T03:16:50.000,2017-12-04T03:16:50Z,,"The VA is providing more superior care, on a regular basis, than Medicare. Patient satisfaction is higher. You can show that it is doing it at a cost per patient of about half to two-thirds of Medicare."
highlight,Best Care Anywhere,Phillip Longman,2017-11-20T00:10:31.000,2017-11-20T00:10:31Z,,"For example, the VA successfully treats its patients with high blood pressure in 77 percent of cases, while the commercial health-care success rate is just 67 percent"
highlight,Best Care Anywhere,Phillip Longman,2017-11-29T03:59:47.000,2017-11-29T03:59:47Z,,"and even today, few hospitals outside the VA have automated their drug-dispensing systems."
highlight,Best Care Anywhere,Phillip Longman,2017-11-25T03:08:54.000,2017-11-25T03:08:54Z,,"But the VA has more recently taken the important decision to keep VistA in open-source code, which means that the original vision of VistA as a program ""written by doctors and for doctors,"" still lives on. "
highlight,Best Care Anywhere,Phillip Longman,2017-11-19T03:21:01.000,2017-11-19T03:21:01Z,,"So far, ACO pilot programs have proven "
highlight,Best Care Anywhere,Phillip Longman,2017-11-19T03:19:25.000,2017-11-19T03:19:25Z,,"But experience has shown that cutting back reimbursement rates doesn't necessarily save money, let alone improve quality, so long as profit-maximizing providers remain free to game the system.
 "
highlight,Best Care Anywhere,Phillip Longman,2017-11-21T03:04:00.000,2017-11-21T03:04:00Z,,"It turns out that precisely because the VA is a big, government-run system that has nearly a lifetime relationship with its patients, it has incentives for investing in prevention and effective treatment that are lacking in private-sector medicine, including that which is underwritten by Medicare and "
highlight,Best Care Anywhere,Phillip Longman,2017-11-18T16:08:38.000,2017-11-18T16:08:38Z,,"numerous studies now confirm that about a third of all health-care spending is pure waste, or worse, mostly in the form of unnecessary and often harmful care -- amounting to some $700 billion a year"
highlight,Best Care Anywhere,Phillip Longman,2017-12-02T19:44:15.000,2017-12-02T19:44:15Z,,"Done right, digitized health care could help save the nation from insolvency while improving and extending millions of lives at the same time. Done wrong, it could reconfirm Americans' deepest suspicions of government and set back the cause of health-care reform for yet another generation.
 "
highlight,Best Care Anywhere,Phillip Longman,2017-11-29T03:44:21.000,2017-11-29T03:44:21Z,,"Because of the churning of patients that occurs in nearly every American health-care system other than the VA, decision making tends to be dominated by short-term financial costs rather than by long-term benefits to patients' health."
highlight,Best Care Anywhere,Phillip Longman,2017-12-02T15:49:23.000,2017-12-02T15:49:23Z,,Whatever Medicare will pay for a procedure becomes the benchmark for what other insurers will pay as well.
highlight,Best Care Anywhere,Phillip Longman,2017-12-01T03:39:15.000,2017-12-01T03:39:15Z,,"In France today, every citizen over fifteen carries a Carte Vitale, a green plastic card with a small gold memory chip that contains in encrypted form the owner's complete medical records going back to 1998, including doctor visits, prescriptions, and a complete billing history. "
highlight,Best Care Anywhere,Phillip Longman,2017-11-29T03:52:51.000,2017-11-29T03:52:51Z,,"In addition to the 98,000 killed by medical errors in hospitals and the 90,000 deaths caused by hospital infections, another 126,000 die from doctors' failures to observe evidence-based protocols for just four common conditions: hypertension, heart attack, pneumonia, and colorectal cancer.
"
highlight,Best Care Anywhere,Phillip Longman,2017-11-21T03:12:39.000,2017-11-21T03:12:39Z,,"Today, an estimated 65 percent of all doctors practicing in the United States have received all or part of their training in VA facilities. "
highlight,Best Care Anywhere,Phillip Longman,2017-12-04T03:25:27.000,2017-12-04T03:25:27Z,,"Also like all true HMOs, the VA operates within a fixed, or ""capitated"" budget, as opposed to receiving fees for services, and this, too, minimizes overtreatment. "
highlight,Best Care Anywhere,Phillip Longman,2017-11-22T04:06:48.000,2017-11-22T04:06:48Z,,". When its management failed to deliver workable information technology, the happy, if unintended, result was that various VA employees took it upon themselves to solve their own individual programming needs. Their individual efforts eventually created a highly effective hospital information system that remains unrivaled by any healthcare software developed by the private sector"
highlight,Best Care Anywhere,Phillip Longman,2017-11-19T03:15:15.000,2017-11-19T03:15:15Z,,"false. For fully half of the U.S. population (specifically the poor and working-class Americans with earnings at or below the median), life expectancy at 65 is virtually unchanged since the 1970s.15"
